Handle,title,Image Src,Image Position,body,Published,Option1 Name,Option1 Value,Variant Inventory Qty
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_3_bef55a81-1d22-47b4-a2ca-2cb09aefc446_800x.jpg?v=1522054664,3,,TRUE,,L,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_4_5a0dd275-4041-4e09-9086-9609fdc55905_800x.jpg?v=1522054666,4,,TRUE,,XL,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_5_38e3cb6c-1b03-43d0-9f3d-57c86269914a_800x.jpg?v=1522054668,5,,TRUE,,XXL,50
gaea,GAEA ,//cdn.shopify.com/s/files/1/2558/1496/products/front_1_321a6808-cab8-47e4-a91e-3d42fe9c5720_800x.jpg?v=1522054130,1,,TRUE,Size,S,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_2_daeb43d6-007d-4cc7-8384-c9f098c29cfe_800x.jpg?v=1522054131,2,,TRUE,,M,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_3_864e45c7-6c55-4cfa-8c5c-4e5ac151a8c2_800x.jpg?v=1522054132,3,,TRUE,,L,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_4_67b103dc-3a15-45f7-8a90-c1f6b5693076_800x.jpg?v=1522054134,4,,TRUE,,XL,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_5_fcc6d5b0-935f-43f6-b37d-ab66727f3037_800x.jpg?v=1522054136,5,,TRUE,,XXL,50
gaea,GAEA ,//cdn.shopify.com/s/files/1/2558/1496/products/front_1_8bd29c76-f9d4-4416-9e87-fcc21b10b035_800x.jpg?v=1522053767,1,,TRUE,Size,S,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_2_c1ea028c-e5aa-486e-b901-7f32aeb683b8_800x.jpg?v=1522053772,2,,TRUE,,M,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_3_4a2da7ae-7921-4bce-9335-012a21835779_800x.jpg?v=1522053777,3,,TRUE,,L,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_4_4a739797-3854-43c9-b53c-c593f1610f60_800x.jpg?v=1522053779,4,,TRUE,,XL,50
gaea,,//cdn.shopify.com/s/files/1/2558/1496/products/front_5_f2a45081-87f6-4989-83bb-963100e513f8_800x.jpg?v=1522053788,5,,TRUE,,XXL,50
unicorn,Unicorn ,//cdn.shopify.com/s/files/1/2558/1496/products/Unicorn_Flower_Hooded_Blanket1_800x.jpg?v=1517462698,1,,TRUE,Size,S,50
unicorn,,//cdn.shopify.com/s/files/1/2558/1496/products/03D5544F35CB9B01B721F89AFC1ACD0A_800x.jpg?v=1517462698,2,,TRUE,,M,50
unicorn,,//cdn.shopify.com/s/files/1/2558/1496/products/957B42941243FACB80643D13E95CB7B6_800x.jpg?v=1517462698,3,,TRUE,,L,50
star-wars,Star Wars ,//cdn.shopify.com/s/files/1/2558/1496/products/Star_Wars_Darth_Vader_And_Stormtropper_Hooded_Blanket_800x.jpg?v=1517301108,1,,TRUE,Size,S,50
star-wars,,//cdn.shopify.com/s/files/1/2558/1496/products/E9914527FAFE91A7EE954874B7369BDE_800x.jpg?v=1517301108,2,,TRUE,,M,50
star-wars,,//cdn.shopify.com/s/files/1/2558/1496/products/80A40A1A4B71B639DF18EC80FFFE8B39_800x.jpg?v=1517301108,3,,TRUE,,L,50
ninja-turtle,Ninja Turtle ,//cdn.shopify.com/s/files/1/2558/1496/products/Ninja_Turtle_Cartoon_Hooded_Blanket_800x.jpg?v=1517385299,1,,TRUE,Size,S,50
ninja-turtle,,//cdn.shopify.com/s/files/1/2558/1496/products/E5A9D8A56475CEA01382A562960AD229_800x.jpg?v=1517385299,2,,TRUE,,M,50
ninja-turtle,,//cdn.shopify.com/s/files/1/2558/1496/products/994E625FC86A0D46EF9E6F9A2EE4ACAE_800x.jpg?v=1517385299,3,,TRUE,,L,50
pokemon,Pokemon ,//cdn.shopify.com/s/files/1/2558/1496/products/Pokemon_Pikachu_Hooded_Blanket_800x.jpg?v=1517385597,1,,TRUE,Size,S,50
pokemon,,//cdn.shopify.com/s/files/1/2558/1496/products/D249BC91343F98FA482B790179790C65_800x.jpg?v=1517385597,2,,TRUE,,M,50
pokemon,,//cdn.shopify.com/s/files/1/2558/1496/products/7BFF7BCFD39C3441DB80551A25779B2D_800x.jpg?v=1517385597,3,,TRUE,,L,50
ninja-turtle,Ninja Turtle ,//cdn.shopify.com/s/files/1/2558/1496/products/Ninja_Turtle_Hooded_Blanket_800x.jpg?v=1517305420,1,,TRUE,Size,S,50
ninja-turtle,,//cdn.shopify.com/s/files/1/2558/1496/products/619C25DBD2D43F6440D427F5A5268B51_800x.jpg?v=1517305420,2,,TRUE,,M,50
ninja-turtle,,//cdn.shopify.com/s/files/1/2558/1496/products/06BE09C3125DB057966B9AFF467D0BC1_800x.jpg?v=1517305420,3,,TRUE,,L,50
